Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/calc/substract/35/3,1,0,4.780826973728836,4.780826973728836,4.780826973728836,4.780826973728836,2.0,0.01700118243692746,0.0,5,5,5,5,5,5,5,5,5,5,5
GET,/calc/substract/35/7,1,0,2.20882601570338,2.20882601570338,2.20882601570338,2.20882601570338,2.0,0.01700118243692746,0.0,2,2,2,2,2,2,2,2,2,2,2
GET,/calc/substract/42/66,1,0,4.33250202331692,4.33250202331692,4.33250202331692,4.33250202331692,3.0,0.01700118243692746,0.0,4,4,4,4,4,4,4,4,4,4,4
GET,/calc/substract/44/63,1,0,2.7422860148362815,2.7422860148362815,2.7422860148362815,2.7422860148362815,3.0,0.01700118243692746,0.0,3,3,3,3,3,3,3,3,3,3,3
GET,/calc/substract/45/44,1,0,4.908495000563562,4.908495000563562,4.908495000563562,4.908495000563562,1.0,0.01700118243692746,0.0,5,5,5,5,5,5,5,5,5,5,5
GET,/calc/substract/47/73,1,0,3.8110759924165905,3.8110759924165905,3.8110759924165905,3.8110759924165905,3.0,0.01700118243692746,0.0,4,4,4,4,4,4,4,4,4,4,4
GET,/calc/substract/48/11,1,0,2.280866028741002,2.280866028741002,2.280866028741002,2.280866028741002,2.0,0.01700118243692746,0.0,2,2,2,2,2,2,2,2,2,2,2
GET,/calc/substract/48/51,1,0,4.0811169892549515,4.0811169892549515,4.0811169892549515,4.0811169892549515,2.0,0.01700118243692746,0.0,4,4,4,4,4,4,4,4,4,4,4
GET,/calc/substract/54/12,1,0,3.974024031776935,3.974024031776935,3.974024031776935,3.974024031776935,2.0,0.01700118243692746,0.0,4,4,4,4,4,4,4,4,4,4,4
GET,/calc/substract/57/10,1,0,2.6396550238132477,2.6396550238132477,2.6396550238132477,2.6396550238132477,2.0,0.01700118243692746,0.0,3,3,3,3,3,3,3,3,3,3,3
GET,/calc/substract/58/97,1,0,4.582224995829165,4.582224995829165,4.582224995829165,4.582224995829165,3.0,0.01700118243692746,0.0,5,5,5,5,5,5,5,5,5,5,5
GET,/calc/substract/66/45,1,0,3.9385950076393783,3.9385950076393783,3.9385950076393783,3.9385950076393783,2.0,0.01700118243692746,0.0,4,4,4,4,4,4,4,4,4,4,4
GET,/calc/substract/67/29,1,0,1.9921520142816007,1.9921520142816007,1.9921520142816007,1.9921520142816007,2.0,0.01700118243692746,0.0,2,2,2,2,2,2,2,2,2,2,2
GET,/calc/substract/69/58,1,0,1.9479169859550893,1.9479169859550893,1.9479169859550893,1.9479169859550893,2.0,0.01700118243692746,0.0,2,2,2,2,2,2,2,2,2,2,2
GET,/calc/substract/7/83,1,0,4.246900032740086,4.246900032740086,4.246900032740086,4.246900032740086,3.0,0.01700118243692746,0.0,4,4,4,4,4,4,4,4,4,4,4
GET,/calc/substract/71/3,1,0,4.539919027592987,4.539919027592987,4.539919027592987,4.539919027592987,2.0,0.01700118243692746,0.0,5,5,5,5,5,5,5,5,5,5,5
GET,/calc/substract/75/72,1,0,2.7582449838519096,2.7582449838519096,2.7582449838519096,2.7582449838519096,1.0,0.01700118243692746,0.0,3,3,3,3,3,3,3,3,3,3,3
GET,/calc/substract/76/56,1,0,4.538887995295227,4.538887995295227,4.538887995295227,4.538887995295227,2.0,0.01700118243692746,0.0,5,5,5,5,5,5,5,5,5,5,5
GET,/calc/substract/77/73,1,0,4.796584020368755,4.796584020368755,4.796584020368755,4.796584020368755,1.0,0.01700118243692746,0.0,5,5,5,5,5,5,5,5,5,5,5
GET,/calc/substract/79/6,1,0,4.208765982184559,4.208765982184559,4.208765982184559,4.208765982184559,2.0,0.01700118243692746,0.0,4,4,4,4,4,4,4,4,4,4,4
GET,/calc/substract/8/75,1,0,2.0139339612796903,2.0139339612796903,2.0139339612796903,2.0139339612796903,3.0,0.01700118243692746,0.0,2,2,2,2,2,2,2,2,2,2,2
GET,/calc/substract/83/79,1,0,2.5111690047197044,2.5111690047197044,2.5111690047197044,2.5111690047197044,1.0,0.01700118243692746,0.0,3,3,3,3,3,3,3,3,3,3,3
GET,/calc/substract/86/85,1,0,2.9086010181345046,2.9086010181345046,2.9086010181345046,2.9086010181345046,1.0,0.01700118243692746,0.0,3,3,3,3,3,3,3,3,3,3,3
GET,/calc/substract/88/58,1,0,3.2889420399442315,3.2889420399442315,3.2889420399442315,3.2889420399442315,2.0,0.01700118243692746,0.0,3,3,3,3,3,3,3,3,3,3,3
GET,/calc/substract/91/26,1,0,4.519993963185698,4.519993963185698,4.519993963185698,4.519993963185698,2.0,0.01700118243692746,0.0,5,5,5,5,5,5,5,5,5,5,5
,Aggregated,200,0,4,3.5407083795871586,1.3741010334342718,7.613231951836497,5.86,3.4002364873854916,0.0,4,4,5,5,5,5,6,7,8,8,8
